descriptor,scaler,cluster_class,cluster_class_params,labels,n_clusters,calinski_harabasz_score,davies_bouldin_score
vdc_type,norm,KMeans,{'n_clusters': 10},[0 0 9 ... 8 5 9],10,331.8988166814674,5.44132869330339
vdc_type,norm,KMeans,{'n_clusters': 11},[ 6  6  2 ... 10  0  0],11,297.42473808463313,5.201208371575317
vdc_type,norm,KMeans,{'n_clusters': 12},[ 8  8  0 ... 10 11  0],12,290.0785864432061,5.086551624353008
vdc_type,norm,KMeans,{'n_clusters': 13},[6 6 5 ... 0 9 5],13,301.91246298951984,5.274030285043485
vdc_type,norm,KMeans,{'n_clusters': 14},[ 9 11  0 ...  8 13 13],14,288.6543502278398,4.95944759365028
vdc_type,norm,KMeans,{'n_clusters': 15},[ 6  6 10 ...  2 14  9],15,286.61194146246305,5.055124043755089
vdc_type,std,KMeans,{'n_clusters': 2},[1 1 1 ... 1 1 1],2,199.15427403754282,2.0883434529456073
vdc_type,std,KMeans,{'n_clusters': 3},[1 1 1 ... 1 1 1],3,221.4229112922975,8.56873781474408
vdc_type,std,KMeans,{'n_clusters': 4},[0 0 0 ... 0 0 0],4,144.62471929864464,2.73201531724799
vdc_type,std,KMeans,{'n_clusters': 5},[3 3 0 ... 3 4 4],5,219.4175400168914,9.161339295130352
vdc_type,std,KMeans,{'n_clusters': 6},[3 3 3 ... 0 3 3],6,183.67894675979375,7.642767187711519
vdc_type,std,KMeans,{'n_clusters': 7},[1 1 0 ... 2 1 1],7,192.00967882311502,6.749991971293439
vdc_type,std,KMeans,{'n_clusters': 8},[6 6 0 ... 4 3 3],8,214.33131763802862,7.5424922625357675
vdc_type,std,KMeans,{'n_clusters': 9},[2 2 1 ... 5 8 8],9,216.82365919547703,6.60135057451454
vdc_type,std,KMeans,{'n_clusters': 10},[8 8 4 ... 2 4 4],10,222.8331036325324,6.229290219686499
vdc_type,std,KMeans,{'n_clusters': 11},[ 8  8  8 ... 10  2  2],11,199.43479234556108,5.958096247779918
vdc_type,std,KMeans,{'n_clusters': 12},[ 4  4  8 ...  0 11 11],12,213.5608268604192,6.343336512361744
vdc_type,std,KMeans,{'n_clusters': 13},[2 2 8 ... 0 3 3],13,211.33526424225423,6.192113743859424
vdc_type,std,KMeans,{'n_clusters': 14},[12 12  4 ...  7 11 11],14,195.30072900334267,5.712221377633692
vdc_type,std,KMeans,{'n_clusters': 15},[12 12 10 ... 14  9  9],15,194.4962446387109,5.93421819359419
vdc_type,norm,DBSCAN,"{'eps': 0.25, 'min_samples': 8.0}",[-1 -1 -1 ... -1 -1 -1],1,,
vdc_type,norm,DBSCAN,"{'eps': 0.5, 'min_samples': 8.0}",[-1 -1 -1 ... -1 -1 -1],1,,
vdc_type,norm,DBSCAN,"{'eps': 1.0, 'min_samples': 8.0}",[ 0  0  0 ...  0 -1 -1],9,30.786194482835423,4.783579858625384
vdc_type,norm,DBSCAN,"{'eps': 2.0, 'min_samples': 8.0}",[0 0 0 ... 0 0 0],2,26.142021127808533,2.2260004335563295
vdc_type,norm,DBSCAN,"{'eps': 4.0, 'min_samples': 8.0}",[0 0 0 ... 0 0 0],1,,
vdc_type,norm,DBSCAN,"{'eps': 8.0, 'min_samples': 8.0}",[0 0 0 ... 0 0 0],1,,
vdc_type,norm,DBSCAN,"{'eps': 16.0, 'min_samples': 8.0}",[0 0 0 ... 0 0 0],1,,
vdc_type,norm,DBSCAN,"{'eps': 32.0, 'min_samples': 8.0}",[0 0 0 ... 0 0 0],1,,
vdc_type,norm,DBSCAN,"{'eps': 64.0, 'min_samples': 8.0}",[0 0 0 ... 0 0 0],1,,
vdc_type,norm,DBSCAN,"{'eps': 128.0, 'min_samples': 8.0}",[0 0 0 ... 0 0 0],1,,
vdc_type,norm,DBSCAN,"{'eps': 256.0, 'min_samples': 8.0}",[0 0 0 ... 0 0 0],1,,
vdc_type,norm,DBSCAN,"{'eps': 512.0, 'min_samples': 8.0}",[0 0 0 ... 0 0 0],1,,
vdc_type,norm,DBSCAN,"{'eps': 0.25, 'min_samples': 16.0}",[-1 -1 -1 ... -1 -1 -1],1,,
vdc_type,norm,DBSCAN,"{'eps': 0.5, 'min_samples': 16.0}",[-1 -1 -1 ... -1 -1 -1],1,,
vdc_type,norm,DBSCAN,"{'eps': 1.0, 'min_samples': 16.0}",[ 0  0  0 ...  0 -1 -1],5,52.414134160338584,7.274508904128702
vdc_type,norm,DBSCAN,"{'eps': 2.0, 'min_samples': 16.0}",[0 0 0 ... 0 0 0],2,33.10302992770996,2.11224736160855
vdc_type,norm,DBSCAN,"{'eps': 4.0, 'min_samples': 16.0}",[0 0 0 ... 0 0 0],1,,
vdc_type,norm,DBSCAN,"{'eps': 8.0, 'min_samples': 16.0}",[0 0 0 ... 0 0 0],1,,
vdc_type,norm,DBSCAN,"{'eps': 16.0, 'min_samples': 16.0}",[0 0 0 ... 0 0 0],1,,
vdc_type,norm,DBSCAN,"{'eps': 32.0, 'min_samples': 16.0}",[0 0 0 ... 0 0 0],1,,
vdc_type,norm,DBSCAN,"{'eps': 64.0, 'min_samples': 16.0}",[0 0 0 ... 0 0 0],1,,
vdc_type,norm,DBSCAN,"{'eps': 128.0, 'min_samples': 16.0}",[0 0 0 ... 0 0 0],1,,
vdc_type,norm,DBSCAN,"{'eps': 256.0, 'min_samples': 16.0}",[0 0 0 ... 0 0 0],1,,
vdc_type,norm,DBSCAN,"{'eps': 512.0, 'min_samples': 16.0}",[0 0 0 ... 0 0 0],1,,
vdc_type,norm,DBSCAN,"{'eps': 0.25, 'min_samples': 32.0}",[-1 -1 -1 ... -1 -1 -1],1,,
vdc_type,norm,DBSCAN,"{'eps': 0.5, 'min_samples': 32.0}",[-1 -1 -1 ... -1 -1 -1],1,,
vdc_type,norm,DBSCAN,"{'eps': 1.0, 'min_samples': 32.0}",[ 0  0 -1 ...  0 -1 -1],3,99.195071181847,10.746866759461149
vdc_type,norm,DBSCAN,"{'eps': 2.0, 'min_samples': 32.0}",[0 0 0 ... 0 0 0],2,36.14676088276427,2.162483694353395
vdc_type,norm,DBSCAN,"{'eps': 4.0, 'min_samples': 32.0}",[0 0 0 ... 0 0 0],1,,
vdc_type,norm,DBSCAN,"{'eps': 8.0, 'min_samples': 32.0}",[0 0 0 ... 0 0 0],1,,
vdc_type,norm,DBSCAN,"{'eps': 16.0, 'min_samples': 32.0}",[0 0 0 ... 0 0 0],1,,
vdc_type,norm,DBSCAN,"{'eps': 32.0, 'min_samples': 32.0}",[0 0 0 ... 0 0 0],1,,
vdc_type,norm,DBSCAN,"{'eps': 64.0, 'min_samples': 32.0}",[0 0 0 ... 0 0 0],1,,
vdc_type,norm,DBSCAN,"{'eps': 128.0, 'min_samples': 32.0}",[0 0 0 ... 0 0 0],1,,
vdc_type,norm,DBSCAN,"{'eps': 256.0, 'min_samples': 32.0}",[0 0 0 ... 0 0 0],1,,
vdc_type,norm,DBSCAN,"{'eps': 512.0, 'min_samples': 32.0}",[0 0 0 ... 0 0 0],1,,
vdc_type,norm,DBSCAN,"{'eps': 0.25, 'min_samples': 64.0}",[-1 -1 -1 ... -1 -1 -1],1,,
vdc_type,norm,DBSCAN,"{'eps': 0.5, 'min_samples': 64.0}",[-1 -1 -1 ... -1 -1 -1],1,,
vdc_type,norm,DBSCAN,"{'eps': 1.0, 'min_samples': 64.0}",[ 0  0 -1 ...  0 -1 -1],2,178.88339785225628,15.078952085680966
vdc_type,norm,DBSCAN,"{'eps': 2.0, 'min_samples': 64.0}",[0 0 0 ... 0 0 0],2,54.164609485046505,1.99717695291755
vdc_type,norm,DBSCAN,"{'eps': 4.0, 'min_samples': 64.0}",[0 0 0 ... 0 0 0],1,,
vdc_type,norm,DBSCAN,"{'eps': 8.0, 'min_samples': 64.0}",[0 0 0 ... 0 0 0],1,,
vdc_type,norm,DBSCAN,"{'eps': 16.0, 'min_samples': 64.0}",[0 0 0 ... 0 0 0],1,,
vdc_type,norm,DBSCAN,"{'eps': 32.0, 'min_samples': 64.0}",[0 0 0 ... 0 0 0],1,,
vdc_type,norm,DBSCAN,"{'eps': 64.0, 'min_samples': 64.0}",[0 0 0 ... 0 0 0],1,,
vdc_type,norm,DBSCAN,"{'eps': 128.0, 'min_samples': 64.0}",[0 0 0 ... 0 0 0],1,,
vdc_type,norm,DBSCAN,"{'eps': 256.0, 'min_samples': 64.0}",[0 0 0 ... 0 0 0],1,,
vdc_type,norm,DBSCAN,"{'eps': 512.0, 'min_samples': 64.0}",[0 0 0 ... 0 0 0],1,,
vdc_type,norm,DBSCAN,"{'eps': 0.25, 'min_samples': 128.0}",[-1 -1 -1 ... -1 -1 -1],1,,
vdc_type,norm,DBSCAN,"{'eps': 0.5, 'min_samples': 128.0}",[-1 -1 -1 ... -1 -1 -1],1,,
vdc_type,norm,DBSCAN,"{'eps': 1.0, 'min_samples': 128.0}",[ 0  0 -1 ...  0 -1 -1],2,181.415733775335,14.963860641757188
vdc_type,norm,DBSCAN,"{'eps': 2.0, 'min_samples': 128.0}",[0 0 0 ... 0 0 0],2,57.24116628372528,1.9750670277985274
vdc_type,norm,DBSCAN,"{'eps': 4.0, 'min_samples': 128.0}",[0 0 0 ... 0 0 0],1,,
vdc_type,norm,DBSCAN,"{'eps': 8.0, 'min_samples': 128.0}",[0 0 0 ... 0 0 0],1,,
vdc_type,norm,DBSCAN,"{'eps': 16.0, 'min_samples': 128.0}",[0 0 0 ... 0 0 0],1,,
vdc_type,norm,DBSCAN,"{'eps': 32.0, 'min_samples': 128.0}",[0 0 0 ... 0 0 0],1,,
vdc_type,norm,DBSCAN,"{'eps': 64.0, 'min_samples': 128.0}",[0 0 0 ... 0 0 0],1,,
vdc_type,norm,DBSCAN,"{'eps': 128.0, 'min_samples': 128.0}",[0 0 0 ... 0 0 0],1,,
vdc_type,norm,DBSCAN,"{'eps': 256.0, 'min_samples': 128.0}",[0 0 0 ... 0 0 0],1,,
vdc_type,norm,DBSCAN,"{'eps': 512.0, 'min_samples': 128.0}",[0 0 0 ... 0 0 0],1,,
vdc_type,norm,DBSCAN,"{'eps': 0.25, 'min_samples': 256.0}",[-1 -1 -1 ... -1 -1 -1],1,,
vdc_type,norm,DBSCAN,"{'eps': 0.5, 'min_samples': 256.0}",[-1 -1 -1 ... -1 -1 -1],1,,
vdc_type,norm,DBSCAN,"{'eps': 1.0, 'min_samples': 256.0}",[ 0  0 -1 ... -1 -1 -1],2,182.63169619914945,14.678002789674656
vdc_type,norm,DBSCAN,"{'eps': 2.0, 'min_samples': 256.0}",[0 0 0 ... 0 0 0],2,56.61927761278233,2.084929418563906
vdc_type,norm,DBSCAN,"{'eps': 4.0, 'min_samples': 256.0}",[0 0 0 ... 0 0 0],1,,
vdc_type,norm,DBSCAN,"{'eps': 8.0, 'min_samples': 256.0}",[0 0 0 ... 0 0 0],1,,
vdc_type,norm,DBSCAN,"{'eps': 16.0, 'min_samples': 256.0}",[0 0 0 ... 0 0 0],1,,
vdc_type,norm,DBSCAN,"{'eps': 32.0, 'min_samples': 256.0}",[0 0 0 ... 0 0 0],1,,
vdc_type,norm,DBSCAN,"{'eps': 64.0, 'min_samples': 256.0}",[0 0 0 ... 0 0 0],1,,
vdc_type,norm,DBSCAN,"{'eps': 128.0, 'min_samples': 256.0}",[0 0 0 ... 0 0 0],1,,
vdc_type,norm,DBSCAN,"{'eps': 256.0, 'min_samples': 256.0}",[0 0 0 ... 0 0 0],1,,
vdc_type,norm,DBSCAN,"{'eps': 512.0, 'min_samples': 256.0}",[0 0 0 ... 0 0 0],1,,
vdc_type,norm,DBSCAN,"{'eps': 0.25, 'min_samples': 512.0}",[-1 -1 -1 ... -1 -1 -1],1,,
vdc_type,norm,DBSCAN,"{'eps': 0.5, 'min_samples': 512.0}",[-1 -1 -1 ... -1 -1 -1],1,,
vdc_type,norm,DBSCAN,"{'eps': 1.0, 'min_samples': 512.0}",[ 0  0 -1 ... -1 -1 -1],2,171.46188389440974,14.580522119907684
vdc_type,norm,DBSCAN,"{'eps': 2.0, 'min_samples': 512.0}",[0 0 0 ... 0 0 0],2,56.61927761278233,2.084929418563906
vdc_type,norm,DBSCAN,"{'eps': 4.0, 'min_samples': 512.0}",[0 0 0 ... 0 0 0],1,,
vdc_type,norm,DBSCAN,"{'eps': 8.0, 'min_samples': 512.0}",[0 0 0 ... 0 0 0],1,,
vdc_type,norm,DBSCAN,"{'eps': 16.0, 'min_samples': 512.0}",[0 0 0 ... 0 0 0],1,,
vdc_type,norm,DBSCAN,"{'eps': 32.0, 'min_samples': 512.0}",[0 0 0 ... 0 0 0],1,,
vdc_type,norm,DBSCAN,"{'eps': 64.0, 'min_samples': 512.0}",[0 0 0 ... 0 0 0],1,,
vdc_type,norm,DBSCAN,"{'eps': 128.0, 'min_samples': 512.0}",[0 0 0 ... 0 0 0],1,,
vdc_type,norm,DBSCAN,"{'eps': 256.0, 'min_samples': 512.0}",[0 0 0 ... 0 0 0],1,,
vdc_type,norm,DBSCAN,"{'eps': 512.0, 'min_samples': 512.0}",[0 0 0 ... 0 0 0],1,,
vdc_type,std,DBSCAN,"{'eps': 0.25, 'min_samples': 8.0}",[-1 -1 -1 ... -1 -1 -1],1,,
vdc_type,std,DBSCAN,"{'eps': 0.5, 'min_samples': 8.0}",[-1 -1 -1 ... -1 -1 -1],1,,
vdc_type,std,DBSCAN,"{'eps': 1.0, 'min_samples': 8.0}",[-1 -1 -1 ... -1 -1 -1],1,,
vdc_type,std,DBSCAN,"{'eps': 2.0, 'min_samples': 8.0}",[-1 -1 -1 ... -1 -1 -1],1,,
vdc_type,std,DBSCAN,"{'eps': 4.0, 'min_samples': 8.0}",[-1 -1 -1 ... -1 -1 -1],1,,
vdc_type,std,DBSCAN,"{'eps': 8.0, 'min_samples': 8.0}",[-1 -1 -1 ... -1 -1 -1],23,8.082291059435244,2.5389886414955654
vdc_type,std,DBSCAN,"{'eps': 16.0, 'min_samples': 8.0}",[0 0 0 ... 0 0 0],2,106.89150493793002,6.234494407264383
vdc_type,std,DBSCAN,"{'eps': 32.0, 'min_samples': 8.0}",[0 0 0 ... 0 0 0],2,12.256092424335634,1.1374028393989952
vdc_type,std,DBSCAN,"{'eps': 64.0, 'min_samples': 8.0}",[0 0 0 ... 0 0 0],1,,
vdc_type,std,DBSCAN,"{'eps': 128.0, 'min_samples': 8.0}",[0 0 0 ... 0 0 0],1,,
vdc_type,std,DBSCAN,"{'eps': 256.0, 'min_samples': 8.0}",[0 0 0 ... 0 0 0],1,,
vdc_type,std,DBSCAN,"{'eps': 512.0, 'min_samples': 8.0}",[0 0 0 ... 0 0 0],1,,
vdc_type,std,DBSCAN,"{'eps': 0.25, 'min_samples': 16.0}",[-1 -1 -1 ... -1 -1 -1],1,,
vdc_type,std,DBSCAN,"{'eps': 0.5, 'min_samples': 16.0}",[-1 -1 -1 ... -1 -1 -1],1,,
vdc_type,std,DBSCAN,"{'eps': 1.0, 'min_samples': 16.0}",[-1 -1 -1 ... -1 -1 -1],1,,
vdc_type,std,DBSCAN,"{'eps': 2.0, 'min_samples': 16.0}",[-1 -1 -1 ... -1 -1 -1],1,,
vdc_type,std,DBSCAN,"{'eps': 4.0, 'min_samples': 16.0}",[-1 -1 -1 ... -1 -1 -1],1,,
vdc_type,std,DBSCAN,"{'eps': 8.0, 'min_samples': 16.0}",[-1 -1 -1 ... -1 -1 -1],5,7.474315181345011,2.9493881353628337
vdc_type,std,DBSCAN,"{'eps': 16.0, 'min_samples': 16.0}",[0 0 0 ... 0 0 0],2,118.45353377118714,6.321613874422079
vdc_type,std,DBSCAN,"{'eps': 32.0, 'min_samples': 16.0}",[0 0 0 ... 0 0 0],2,12.256092424335634,1.1374028393989952
vdc_type,std,DBSCAN,"{'eps': 64.0, 'min_samples': 16.0}",[0 0 0 ... 0 0 0],1,,
vdc_type,std,DBSCAN,"{'eps': 128.0, 'min_samples': 16.0}",[0 0 0 ... 0 0 0],1,,
vdc_type,std,DBSCAN,"{'eps': 256.0, 'min_samples': 16.0}",[0 0 0 ... 0 0 0],1,,
vdc_type,std,DBSCAN,"{'eps': 512.0, 'min_samples': 16.0}",[0 0 0 ... 0 0 0],1,,
vdc_type,std,DBSCAN,"{'eps': 0.25, 'min_samples': 32.0}",[-1 -1 -1 ... -1 -1 -1],1,,
vdc_type,std,DBSCAN,"{'eps': 0.5, 'min_samples': 32.0}",[-1 -1 -1 ... -1 -1 -1],1,,
vdc_type,std,DBSCAN,"{'eps': 1.0, 'min_samples': 32.0}",[-1 -1 -1 ... -1 -1 -1],1,,
vdc_type,std,DBSCAN,"{'eps': 2.0, 'min_samples': 32.0}",[-1 -1 -1 ... -1 -1 -1],1,,
vdc_type,std,DBSCAN,"{'eps': 4.0, 'min_samples': 32.0}",[-1 -1 -1 ... -1 -1 -1],1,,
vdc_type,std,DBSCAN,"{'eps': 8.0, 'min_samples': 32.0}",[-1 -1 -1 ... -1 -1 -1],1,,
vdc_type,std,DBSCAN,"{'eps': 16.0, 'min_samples': 32.0}",[0 0 0 ... 0 0 0],2,130.87900572131122,6.384528517666837
vdc_type,std,DBSCAN,"{'eps': 32.0, 'min_samples': 32.0}",[0 0 0 ... 0 0 0],2,12.256092424335634,1.1374028393989952
vdc_type,std,DBSCAN,"{'eps': 64.0, 'min_samples': 32.0}",[0 0 0 ... 0 0 0],1,,
vdc_type,std,DBSCAN,"{'eps': 128.0, 'min_samples': 32.0}",[0 0 0 ... 0 0 0],1,,
vdc_type,std,DBSCAN,"{'eps': 256.0, 'min_samples': 32.0}",[0 0 0 ... 0 0 0],1,,
vdc_type,std,DBSCAN,"{'eps': 512.0, 'min_samples': 32.0}",[0 0 0 ... 0 0 0],1,,
vdc_type,std,DBSCAN,"{'eps': 0.25, 'min_samples': 64.0}",[-1 -1 -1 ... -1 -1 -1],1,,
vdc_type,std,DBSCAN,"{'eps': 0.5, 'min_samples': 64.0}",[-1 -1 -1 ... -1 -1 -1],1,,
vdc_type,std,DBSCAN,"{'eps': 1.0, 'min_samples': 64.0}",[-1 -1 -1 ... -1 -1 -1],1,,
vdc_type,std,DBSCAN,"{'eps': 2.0, 'min_samples': 64.0}",[-1 -1 -1 ... -1 -1 -1],1,,
vdc_type,std,DBSCAN,"{'eps': 4.0, 'min_samples': 64.0}",[-1 -1 -1 ... -1 -1 -1],1,,
vdc_type,std,DBSCAN,"{'eps': 8.0, 'min_samples': 64.0}",[-1 -1 -1 ... -1 -1 -1],1,,
vdc_type,std,DBSCAN,"{'eps': 16.0, 'min_samples': 64.0}",[0 0 0 ... 0 0 0],2,135.2177542606873,6.558345822070809
vdc_type,std,DBSCAN,"{'eps': 32.0, 'min_samples': 64.0}",[0 0 0 ... 0 0 0],2,12.256092424335634,1.1374028393989952
vdc_type,std,DBSCAN,"{'eps': 64.0, 'min_samples': 64.0}",[0 0 0 ... 0 0 0],1,,
vdc_type,std,DBSCAN,"{'eps': 128.0, 'min_samples': 64.0}",[0 0 0 ... 0 0 0],1,,
vdc_type,std,DBSCAN,"{'eps': 256.0, 'min_samples': 64.0}",[0 0 0 ... 0 0 0],1,,
vdc_type,std,DBSCAN,"{'eps': 512.0, 'min_samples': 64.0}",[0 0 0 ... 0 0 0],1,,
vdc_type,std,DBSCAN,"{'eps': 0.25, 'min_samples': 128.0}",[-1 -1 -1 ... -1 -1 -1],1,,
vdc_type,std,DBSCAN,"{'eps': 0.5, 'min_samples': 128.0}",[-1 -1 -1 ... -1 -1 -1],1,,
vdc_type,std,DBSCAN,"{'eps': 1.0, 'min_samples': 128.0}",[-1 -1 -1 ... -1 -1 -1],1,,
vdc_type,std,DBSCAN,"{'eps': 2.0, 'min_samples': 128.0}",[-1 -1 -1 ... -1 -1 -1],1,,
vdc_type,std,DBSCAN,"{'eps': 4.0, 'min_samples': 128.0}",[-1 -1 -1 ... -1 -1 -1],1,,
vdc_type,std,DBSCAN,"{'eps': 8.0, 'min_samples': 128.0}",[-1 -1 -1 ... -1 -1 -1],1,,
vdc_type,std,DBSCAN,"{'eps': 16.0, 'min_samples': 128.0}",[0 0 0 ... 0 0 0],2,138.18075155351127,6.671827599405114
vdc_type,std,DBSCAN,"{'eps': 32.0, 'min_samples': 128.0}",[0 0 0 ... 0 0 0],2,12.256092424335634,1.1374028393989952
vdc_type,std,DBSCAN,"{'eps': 64.0, 'min_samples': 128.0}",[0 0 0 ... 0 0 0],1,,
vdc_type,std,DBSCAN,"{'eps': 128.0, 'min_samples': 128.0}",[0 0 0 ... 0 0 0],1,,
vdc_type,std,DBSCAN,"{'eps': 256.0, 'min_samples': 128.0}",[0 0 0 ... 0 0 0],1,,
vdc_type,std,DBSCAN,"{'eps': 512.0, 'min_samples': 128.0}",[0 0 0 ... 0 0 0],1,,
vdc_type,std,DBSCAN,"{'eps': 0.25, 'min_samples': 256.0}",[-1 -1 -1 ... -1 -1 -1],1,,
vdc_type,std,DBSCAN,"{'eps': 0.5, 'min_samples': 256.0}",[-1 -1 -1 ... -1 -1 -1],1,,
vdc_type,std,DBSCAN,"{'eps': 1.0, 'min_samples': 256.0}",[-1 -1 -1 ... -1 -1 -1],1,,
vdc_type,std,DBSCAN,"{'eps': 2.0, 'min_samples': 256.0}",[-1 -1 -1 ... -1 -1 -1],1,,
vdc_type,std,DBSCAN,"{'eps': 4.0, 'min_samples': 256.0}",[-1 -1 -1 ... -1 -1 -1],1,,
vdc_type,std,DBSCAN,"{'eps': 8.0, 'min_samples': 256.0}",[-1 -1 -1 ... -1 -1 -1],1,,
vdc_type,std,DBSCAN,"{'eps': 16.0, 'min_samples': 256.0}",[0 0 0 ... 0 0 0],2,138.23296104677272,6.789219285954442
vdc_type,std,DBSCAN,"{'eps': 32.0, 'min_samples': 256.0}",[0 0 0 ... 0 0 0],2,12.256092424335634,1.1374028393989952
vdc_type,std,DBSCAN,"{'eps': 64.0, 'min_samples': 256.0}",[0 0 0 ... 0 0 0],1,,
vdc_type,std,DBSCAN,"{'eps': 128.0, 'min_samples': 256.0}",[0 0 0 ... 0 0 0],1,,
vdc_type,std,DBSCAN,"{'eps': 256.0, 'min_samples': 256.0}",[0 0 0 ... 0 0 0],1,,
vdc_type,std,DBSCAN,"{'eps': 512.0, 'min_samples': 256.0}",[0 0 0 ... 0 0 0],1,,
vdc_type,std,DBSCAN,"{'eps': 0.25, 'min_samples': 512.0}",[-1 -1 -1 ... -1 -1 -1],1,,
vdc_type,std,DBSCAN,"{'eps': 0.5, 'min_samples': 512.0}",[-1 -1 -1 ... -1 -1 -1],1,,
vdc_type,std,DBSCAN,"{'eps': 1.0, 'min_samples': 512.0}",[-1 -1 -1 ... -1 -1 -1],1,,
vdc_type,std,DBSCAN,"{'eps': 2.0, 'min_samples': 512.0}",[-1 -1 -1 ... -1 -1 -1],1,,
vdc_type,std,DBSCAN,"{'eps': 4.0, 'min_samples': 512.0}",[-1 -1 -1 ... -1 -1 -1],1,,
vdc_type,std,DBSCAN,"{'eps': 8.0, 'min_samples': 512.0}",[-1 -1 -1 ... -1 -1 -1],1,,
vdc_type,std,DBSCAN,"{'eps': 16.0, 'min_samples': 512.0}",[0 0 0 ... 0 0 0],2,138.8765111999809,6.917396504483535
vdc_type,std,DBSCAN,"{'eps': 32.0, 'min_samples': 512.0}",[0 0 0 ... 0 0 0],2,12.256092424335634,1.1374028393989952
vdc_type,std,DBSCAN,"{'eps': 64.0, 'min_samples': 512.0}",[0 0 0 ... 0 0 0],1,,
vdc_type,std,DBSCAN,"{'eps': 128.0, 'min_samples': 512.0}",[0 0 0 ... 0 0 0],1,,
vdc_type,std,DBSCAN,"{'eps': 256.0, 'min_samples': 512.0}",[0 0 0 ... 0 0 0],1,,
vdc_type,std,DBSCAN,"{'eps': 512.0, 'min_samples': 512.0}",[0 0 0 ... 0 0 0],1,,
vdc_type,norm,HDBSCAN,{'min_cluster_size': 8},[ 3  3  3 ...  3 -1 -1],6,44.34171336373746,6.331630228925037
vdc_type,norm,HDBSCAN,{'min_cluster_size': 16},[ 1 -1 -1 ... -1 -1 -1],4,40.21554346710629,7.689986748664467
vdc_type,norm,HDBSCAN,{'min_cluster_size': 32},[ 2  2  2 ...  2 -1 -1],5,57.19083682497356,8.486809477539575
vdc_type,norm,HDBSCAN,{'min_cluster_size': 64},[-1 -1 -1 ... -1 -1 -1],1,,
vdc_type,norm,HDBSCAN,{'min_cluster_size': 128},[-1 -1 -1 ... -1 -1 -1],1,,
vdc_type,norm,HDBSCAN,{'min_cluster_size': 256},[-1 -1 -1 ... -1 -1 -1],1,,
vdc_type,norm,HDBSCAN,{'min_cluster_size': 512},[-1 -1 -1 ... -1 -1 -1],1,,
vdc_type,std,HDBSCAN,{'min_cluster_size': 8},[ 4  4  4 ...  4 -1 -1],7,36.00819237374591,5.878211219864939
vdc_type,std,HDBSCAN,{'min_cluster_size': 16},[ 1 -1 -1 ... -1 -1 -1],4,38.664474873979636,7.853253724382248
vdc_type,std,HDBSCAN,{'min_cluster_size': 32},[ 0  0  0 ...  0 -1 -1],3,76.25706435163396,11.438804892712787
vdc_type,std,HDBSCAN,{'min_cluster_size': 64},[-1 -1 -1 ... -1 -1 -1],1,,
vdc_type,std,HDBSCAN,{'min_cluster_size': 128},[-1 -1 -1 ... -1 -1 -1],1,,
vdc_type,std,HDBSCAN,{'min_cluster_size': 256},[-1 -1 -1 ... -1 -1 -1],1,,
vdc_type,std,HDBSCAN,{'min_cluster_size': 512},[-1 -1 -1 ... -1 -1 -1],1,,
